DMA_CONDITION,DMA_NAME,GP,GR,FP,FR,WebSales,WebOrders,POPN
1,"Anchorage, AK",303.7744511,216.6821874,276.7772553,157.9376048,7272.561394,7.956424225,142000
1,"Buffalo, NY",752.984641,922.5793682,1498.209823,1061.985278,20417.87958,20.92244889,586930
1,"Denver, CO",4587.656316,3774.376587,8319.461298,5596.35291,117057.8623,120.6233203,1585270
1,"El Paso, TX",436.2373955,397.798538,948.8876797,721.7362296,11446.04013,11.59084023,338770
1,"Lafayette, LA",149.1771623,217.8121796,525.8693681,356.0077283,6285.296096,6.286557412,216420
1,"Las Vegas, NV",1617.125763,1540.319722,2350.898844,1822.414933,49422.8576,50.58714167,766500
1,"Peoria-Bloomington, IL",283.861421,322.4323772,725.9930904,537.0091128,9509.58117,11.00147547,234050
1,"Twin Falls, ID",86.18739252,104.9497404,273.5160831,198.4510807,6657.788475,5.009600438,59990
1,"Wheeling, WV-Steubenville, OH",77.08169969,120.0435346,340.1370578,228.7137395,2808.60242,3.634416004,113690
1,"Wichita-Hutchinson, KS",529.1036925,652.3809003,1570.096304,1137.370832,17930.83959,18.4667624,382780
10,"Abilene-Sweetwater, TX",98.25650012,128.0278332,412.6989677,351.2438024,4817.135386,5.598965195,104440
10,"Biloxi-Gulfport, MS",107.4798917,168.9251032,378.0656985,246.6604149,6215.536394,5.304282816,122100
10,"Chattanooga, TN",399.1064368,440.6234957,951.4524863,633.2872865,11388.13496,12.27843245,341190
10,"Dayton, OH",548.6017847,689.3622106,1404.264236,1161.079217,28962.4506,27.60191614,463430
10,"Eugene, OR",444.090295,414.4895591,894.7035199,613.2195039,11870.59255,13.65361688,215070
10,"Greenville-New Bern-Washington, NC",314.5009951,355.4747791,932.655627,571.9842379,16509.38762,14.14475418,261830
10,"Memphis, TN",670.2942974,888.4721483,1342.301466,890.0476314,17440.45713,18.07385256,623390
10,"Meridian, MS",23.39112747,29.68547161,105.6066936,49.2912363,2038.917154,0.884047136,59030
10,"Oklahoma City, OK",858.6880798,1034.500912,2626.432412,1756.891709,43069.60615,39.48743874,676720
10,"Orlando-Daytona Beach-Melbourne, FL",3155.766419,3498.97887,4344.659954,3439.270158,77478.32003,79.26955987,1565890
10,"Parkersburg, WV",47.10443028,102.2317008,172.1440058,108.564843,3472.429728,2.750368868,53750
11,"Albany-Schenectady-Troy, NY",797.0498506,960.8999625,1424.262382,973.9864602,21592.28849,22.19940586,520540
11,"Baltimore, MD",1562.365928,1687.047961,3028.336389,2346.263505,53719.23394,55.40028719,1084180
11,"Billings, MT",139.4610319,164.3087503,552.6210402,369.2113227,5745.788024,6.286557412,100330
11,"Burlington, VT-Plattsburgh, NY",446.5539889,520.1718208,1103.986415,700.6950257,16987.25364,16.10930337,294260
11,"Green Bay-Appleton, WI",488.2931522,550.8440849,1402.660797,1008.585096,16105.58039,16.10930337,421480
11,"Johnstown-Altoona, PA",386.13065,445.6914783,700.0560153,510.195445,12315.04023,12.47488736,262840
11,"La Crosse-Eau Claire, WI",279.277155,355.4454048,769.4183712,573.7894717,9691.439958,9.233381199,186870
11,"Laredo, TX",63.74683196,64.37834134,139.5481574,108.1617129,1450.986213,1.964549191,70220
11,"Odessa-Midland, TX",178.4462444,220.4935013,1001.65023,698.1616576,14681.12752,13.8500718,150430
11,"Sacramento-Stockton-Modesto, CA",2899.327806,2529.739364,4134.204862,3225.488341,72679.40661,75.83159878,1357690
12,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",958.2602124,1236.3601,2308.880183,1623.111751,36465.31265,35.4601129,805920
12,"Lafayette, IN",163.0825696,145.7028929,227.1995017,183.4100322,3494.309762,3.634416004,63660
12,"Little Rock-Pine Bluff, AR",478.1261759,616.1991213,1366.58391,957.9978599,15432.18532,17.68094272,527090
12,"Madison, WI",718.8629797,756.6678833,1408.226044,973.3106972,23434.00045,21.11890381,338240
12,"Minneapolis-St. Paul, MN",3778.944316,3841.332522,6783.617496,5273.551101,93191.3466,101.8618756,1713310
12,"Monterey-Salinas, CA",413.4257847,288.8217664,598.5303039,395.4226807,15611.12487,15.32348369,206300
12,"Savannah, GA",389.7434027,468.2876492,1040.08259,703.1413282,19144.94784,16.89512304,303390
12,"Sioux Falls(Mitchell), SD",289.619682,334.2087127,997.1323438,665.2424223,12059.58324,11.39438531,231540
12,"Topeka, KS",230.5448913,278.4361198,668.0901929,460.6753533,11820.6075,10.80502055,151860
12,"Yuma, AZ-El Centro, CA",135.1430843,119.9746886,259.5090488,189.5590853,3510.235463,3.437961085,101040
13,"Binghamton, NY",141.2873572,190.3472205,347.0299634,250.8839521,6768.803056,6.77769471,115960
13,"Davenport,IA-Rock Island-Moline,IL",271.6546657,367.3245504,927.9603231,677.0104818,7845.758449,8.840471361,280420
13,"Greensboro-High Point-Winston Salem, NC",719.6569475,848.2100972,1554.800985,1096.790992,23751.9257,23.18168046,675130
13,"Idaho Falls-Pocatello, ID",280.1369542,264.6687583,842.8382188,585.7545956,10573.30313,10.90324801,115750
13,"Jackson, TN",60.94600104,123.4904237,212.170517,137.9217878,3287.702985,1.964549191,83010
13,"Los Angeles, CA",12096.64611,10635.30511,16128.21411,12195.40149,287119.51,325.6240285,5276600
13,"Medford-Klamath Falls, OR",266.463952,290.8155462,619.6999869,371.6837735,7909.974069,7.072377089,156520
13,"Tulsa, OK",637.4503656,756.3254893,1646.872627,1080.196089,21067.14869,20.62776651,508550
13,"Tyler-Longview(Lufkin & Nacogdoches), TX",262.1260554,381.5169211,797.662439,509.1781504,7529.618552,8.644016442,232180
13,"West Palm Beach-Ft. Pierce, FL",1009.223765,1041.374496,1686.812162,1297.082949,26524.031,29.46823787,829880
14,"Alpena, MI",11.41278753,27.17121617,44.08497826,25.47851121,427.4393742,0.491137298,14430
14,"Bluefield-Beckley-Oak Hill, WV",76.87522818,109.6689033,280.8966016,167.6413308,2264.830401,2.553913949,109900
14,"Cheyenne, WY-Scottsbluff, NE",76.56801453,120.9945271,18.91695071,0,4601.264732,4.027325842,51200
14,"Dallas-Ft. Worth, TX",6077.604606,6266.336027,8890.722557,6302.63135,123819.6978,149.7968758,2622070
14,"Duluth, MN-Superior, WI",189.4031987,227.5240535,644.4489116,387.6942401,10278.04613,10.01920088,148870
14,"Evansville, IN",216.4559537,283.5490817,748.0170917,510.403758,10472.35014,11.49261277,265790
14,"Flint-Saginaw-Bay City, MI",437.6856884,573.9405366,1303.452107,907.3933631,14566.3713,14.63589147,430660
